Taxonomy	GXH_3171	GXH_2742	GXH_1176	GXH_3170	GXH_3392	GXH_3174	GXH_1634	GXH_2301	GXH_2741	GXH_3384	GXH_2520	GXH_1635	GXH_913	GXH_1390	GXH_2631	GXH_4036	GXH_1860	GXH_3303	GXH_2074	GXH_3806	GXH_3593	GXH_695	GXH_1389
Thermoproteus uzoniensis	15	15	13	12	1	82	6	86	41	30	6	7	28	15	28	7	5	61	3	7	34	8	32
Vulcanisaeta distributa	0	0	1	0	0	2	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Vulcanisaeta moutnovskia	0	3	0	0	1	3	1	0	2	5	0	0	0	0	19	0	0	0	0	0	0	2	3
Archaeoglobus fulgidus	15	8	129	11	10	32	21	25	53	99	34	3	224	40	43	16	25	58	186	17	6	46	16
Archaeoglobus profundus	1	0	5	0	0	1	1	3	2	8	1	5	4	6	1	0	0	1	0	7	0	0	3
Archaeoglobus sulfaticallidus	3	0	1	13	0	3	3	2	1	2	0	11	4	1	1	4	1	4	11	1	1	2	7
Archaeoglobus veneficus	0	0	2	0	0	0	0	1	0	4	0	0	0	1	0	1	0	0	0	0	1	1	0
Ferroglobus placidus	4	0	0	17	5	8	4	4	3	13	1	2	14	2	6	0	0	3	7	0	0	5	5
Geoglobus acetivorans	17	5	23	1	12	3	7	13	24	17	25	17	11	7	18	5	11	22	7	8	4	5	12
Geoglobus ahangari	2	0	13	37	4	7	3	4	3	24	5	8	14	18	1	6	9	8	12	13	32	20	51
Haloarcula hispanica	3	2	4	1	2	6	1	1	0	0	4	1	0	25	4	0	1	0	4	1	0	3	8
Haloarcula marismortui	0	0	0	2	6	0	0	0	2	3	4	0	2	0	0	0	0	6	1	3	1	0	1
Haloarcula sp. CBA1115	2	0	4	0	3	5	3	0	1	4	2	3	10	14	8	1	3	7	14	6	0	12	4
Haloarcula taiwanensis	1	1	13	7	0	5	4	3	3	1	4	5	1	1	0	6	3	9	2	5	3	5	5
Halomicrobium mukohataei	9	0	2	54	9	26	2	7	2	80	3	3	12	6	33	0	1	15	1	3	0	29	56
Halorhabdus tiamatea	4	0	6	6	7	12	1	6	14	5	6	7	8	3	5	1	0	2	11	6	0	3	5
Halorhabdus utahensis	15	7	11	4	3	30	49	6	6	28	17	25	5	19	2	0	10	4	1	8	0	3	8
Halorientalis sp. IM1011	0	0	4	4	3	3	3	16	4	0	0	2	22	53	3	2	1	1	4	2	4	17	2
Natronomonas moolapensis	4	1	2	9	0	4	4	1	1	2	9	1	2	16	0	0	3	4	0	6	0	1	1
Natronomonas pharaonis	75	4	5	108	0	1	0	0	36	14	6	11	7	37	5	3	2	9	16	15	3	20	24
Haloarculaceae archaeon HArcel1	23	28	13	5	1	25	16	16	20	9	52	3	6	7	16	50	15	9	10	20	73	32	23
Halalkalicoccus jeotgali	5	29	41	6	6	9	38	20	4	2	21	37	19	2	13	39	3	30	23	9	14	14	29
Halanaeroarchaeum sulfurireducens	6	2	40	9	0	5	4	1	1	2	47	0	7	17	25	5	12	0	8	2	5	13	8
Halobacterium hubeiense	4	0	8	18	2	11	5	0	4	12	5	16	21	5	4	0	0	0	6	3	1	6	5
Halobacterium salinarum	0	2	1	59	2	2	2	0	14	0	0	0	13	2	1	0	1	2	0	3	1	0	0
Halobacterium sp. DL1	1	0	55	8	5	0	4	0	5	1	15	25	11	9	0	2	0	3	3	5	2	15	13
Halodesulfurarchaeum formicicum	0	0	4	2	1	8	0	0	1	0	0	1	2	0	6	1	0	6	1	1	22	1	0
Haloferax gibbonsii	3	0	12	1	3	7	49	21	48	4	1	37	9	2	17	1	0	7	4	1	2	0	5
Haloferax mediterranei	2	0	1	1	10	0	21	3	5	1	5	1	3	1	3	2	0	0	1	0	1	1	0
Haloferax volcanii	0	1	40	7	0	2	6	3	16	2	8	19	13	7	6	0	1	0	1	1	7	8	10
Halogeometricum borinquense	9	0	0	4	1	2	9	5	2	4	5	4	8	4	6	1	3	0	4	2	0	24	1
Haloplanus sp. CBA1112	0	0	2	3	0	0	21	0	0	0	3	0	0	0	0	1	0	0	0	12	0	2	0
Haloplanus sp. CBA1113	0	0	0	4	2	3	2	3	0	10	0	7	0	3	0	0	0	0	0	0	0	4	10
Haloquadratum walsbyi	44	0	0	640	1	4	24	83	2	99	0	2	62	0	20	1	1	7	14	0	7	52	20
Halohasta litchfieldiae	4	10	5	20	1	3	0	2	2	13	0	16	12	0	1	4	6	12	13	5	1	12	7
Halopenitus persicus	10	14	90	3	0	95	3	72	3	2	21	1	9	5	1	5	3	54	1	6	3	13	0
Halorubrum lacusprofundi	8	0	13	5	1	4	1	3	2	14	25	4	12	5	2	6	0	0	4	3	2	4	12
Halorubrum trapanicum	1	2	1	2	5	7	9	19	1	6	7	17	1	3	9	1	12	0	1	3	8	3	15
Salinigranum rubrum	0	3	1	3	10	11	1	1	3	5	14	0	2	1	2	1	0	6	0	2	4	4	12
halophilic archaeon DL31	1	1	0	1	0	4	2	12	0	0	1	3	4	2	5	0	0	2	3	4	0	0	0
Halobiforma lacisalsi	1	5	1	6	0	16	7	0	0	5	7	16	16	1	0	0	1	6	0	9	5	0	3
Halopiger xanaduensis	22	7	1	5	1	1	47	8	0	24	15	2	4	7	2	0	17	2	0	16	5	1	10
Halostagnicola larsenii	3	0	20	13	9	0	4	3	1	5	2	4	2	5	4	3	1	1	8	1	11	1	3
Haloterrigena daqingensis	3	0	11	2	0	12	2	6	0	5	2	13	6	4	11	15	0	5	4	0	10	8	10
Haloterrigena turkmenica	8	0	6	31	7	20	12	5	1	9	21	8	4	7	2	26	2	28	10	18	16	41	36
Natrialba magadii	8	5	100	8	0	67	2	43	5	4	4	3	4	0	10	0	0	47	20	3	3	11	0
Natrinema pellirubrum	2	0	3	26	3	0	6	2	8	1	2	2	0	2	0	5	1	2	0	0	4	3	6
Natrinema sp. J7-2	0	1	1	4	1	1	3	3	1	2	0	1	0	1	1	0	0	1	2	10	0	3	2
Natronobacterium gregoryi	46	2	18	24	5	12	53	25	10	10	54	14	11	17	22	48	105	18	33	30	0	5	17
Natronococcus occultus	1	1	6	3	9	4	6	2	0	8	0	2	28	3	0	0	5	19	0	5	4	2	1
Natronolimnobius aegyptiacus	2	2	2	0	1	0	0	1	0	3	7	2	9	3	1	1	0	1	3	3	5	5	5
Natronolimnobius sp. AArc-Mg	0	0	0	0	0	3	0	0	0	1	3	0	0	0	0	1	0	0	2	0	1	42	0
Natronolimnobius sp. AArc1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	11	0	0	0	0
Salinarchaeum sp. Harcht-Bsk1	68	8	25	4	19	106	11	6	2	0	49	29	13	9	7	18	10	4	9	27	4	13	23
Methanobacterium congolense	0	0	1	7	5	1	2	0	5	14	2	8	5	2	0	2	1	3	0	0	0	2	3
Methanobacterium formicicum	2	1	1	2	3	7	1	3	1	4	14	0	1	0	1	0	1	24	3	0	0	0	5
Methanobacterium lacus	54	25	12	5	4	5	12	41	10	27	11	5	54	13	26	15	7	12	10	9	10	92	39
Methanobacterium paludis	0	0	2	0	0	2	0	0	0	2	0	1	5	0	0	0	2	0	5	0	0	1	2
Methanobacterium sp. MB1	8	0	3	0	5	10	2	0	3	16	2	5	2	13	1	0	6	5	4	4	0	1	9
Methanobacterium sp. MZ-A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Methanobacterium subterraneum	1	5	3	2	5	1	0	0	1	0	1	3	3	0	3	5	3	2	7	0	11	0	1
Methanobrevibacter millerae	41	44	157	7	20	13	23	10	26	18	6	13	140	16	41	31	33	10	15	71	175	2	33
Methanobrevibacter olleyae	33	337	13	9	11	5	10	18	22	33	232	4	73	4	1	0	3	3	23	6	25	4	14
Methanobrevibacter ruminantium	25	2	6	2	10	68	2	12	8	22	4	3	24	42	10	3	17	4	4	4	1	30	2
Methanobrevibacter smithii	177894	85789	192412	2862	60897	16410	244219	186088	58872	3581	7349	382498	57235	75497	80319	129642	108065	29935	64592	105830	299481	14642	76756
Methanobrevibacter sp. AbM4	7	1	90	3	4	7	5	2	1	6	4	4	8	0	4	0	3	2	10	3	6	0	6
Methanobrevibacter sp. YE315	117	105	306	11	36	135	98	19	43	29	6	42	265	30	69	41	58	19	43	102	397	15	54
Methanosphaera sp. BMS	2	1	2	0	0	3	7	16	7	0	2	1	3	1	2	1	4	2	6	0	1	1	1
Methanosphaera stadtmanae	93	44	90	7	434	65	30	39	51	13	16	1	14	28	11	6	51	27	8	31	117	39	81
Methanothermobacter marburgensis	3	2	2	0	0	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	1	0	9
Methanothermobacter sp. CaT2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Methanothermobacter thermautotrophicus	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanothermobacter wolfeii	28	2	20	3	1	2	5	8	3	4	0	29	26	3	2	14	3	2	0	7	1	1	2
Methanothermus fervidus	0	0	0	0	0	0	0	2	0	1	0	3	1	0	3	0	0	0	1	1	0	1	0
Methanocaldococcus bathoardescens	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	4	0
Methanocaldococcus fervens	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Methanocaldococcus infernus	0	0	0	3	0	0	0	0	3	0	0	1	1	0	0	6	0	1	0	1	1	0	1
Methanocaldococcus jannaschii	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0
Methanocaldococcus sp. FS406-22	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Methanocaldococcus vulcanius	0	0	1	2	1	1	1	0	2	2	1	0	0	0	0	0	3	0	0	0	0	1	3
Methanotorris igneus	2	0	2	0	0	2	1	4	0	0	2	2	1	1	4	1	8	0	1	0	5	0	1
Methanococcus aeolicus	0	1	6	2	4	17	4	11	0	12	4	1	19	0	7	0	3	0	11	17	1	12	3
Methanococcus maripaludis	24	13	31	12	3	39	9	5	9	40	5	19	24	9	15	9	10	11	13	31	13	34	36
Methanococcus vannielii	5	1	5	3	1	3	10	12	7	16	1	2	16	4	0	0	6	6	1	16	1	30	17
Methanococcus voltae	5	9	0	7	13	3	0	20	26	91	12	0	19	1	2	0	11	5	4	25	7	5	39
Methanothermococcus okinawensis	3	2	4	5	1	5	1	0	2	23	0	0	3	1	0	0	2	1	22	7	1	0	4
Methanocella arvoryzae	30	51	46	31	38	7	101	26	5	12	237	46	63	7	22	60	115	28	13	26	33	103	58
Methanocella conradii	12	2	109	16	24	9	1	0	2	5	5	26	17	5	6	11	5	5	2	61	2	4	36
Methanocorpusculum labreanum	23	6	50	7	36	5	18	22	10	36	11	7	29	17	30	21	2	15	10	38	45	7	10
Methanoculleus bourgensis	7	6	0	7	3	17	14	1	6	4	17	17	16	7	1	3	2	7	11	2	6	6	11
Methanoculleus marisnigri	16	3	98	8	7	26	14	6	26	26	10	24	18	17	7	6	14	17	12	26	5	28	40
Methanoculleus sp. MAB1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Methanofollis liminatans	13	0	26	8	50	20	22	15	8	15	35	10	18	14	10	3	9	3	0	11	7	23	6
Methanolacinia petrolearia	1	1	7	16	18	22	3	12	5	26	28	24	16	4	5	3	7	6	4	20	0	13	6
Methanoplanus limicola	3	4	6	2	0	2	1	19	5	2	5	7	4	5	3	8	2	1	6	1	8	6	0
Methanolinea tarda	2	0	3	0	0	4	0	0	1	1	0	3	0	0	4	7	0	0	4	0	1	3	0
Methanoregula boonei	13	7	15	48	12	9	7	9	11	14	7	3	19	21	16	1	3	6	4	12	4	9	8
Methanoregula formicica	3	13	24	6	19	53	23	25	3	12	27	6	9	19	31	11	4	7	7	4	39	8	4
Methanosphaerula palustris	0	0	3	5	2	3	3	1	2	12	17	2	1	0	18	2	13	3	3	3	0	1	3
Methanospirillum hungatei	2	1	39	2	12	20	9	79	17	4	12	21	4	13	12	1	5	15	6	7	6	5	4
Methanosaeta harundinacea	8	39	70	9	15	35	57	36	17	23	42	45	38	12	35	37	3	40	26	24	37	26	47
Methanothrix soehngenii	3	2	2	1	2	0	0	3	3	4	1	6	5	3	1	0	4	0	6	0	6	9	4
Methanococcoides burtonii	10	3	34	12	7	13	9	15	13	17	11	7	33	10	19	12	10	11	9	17	8	14	15
Methanococcoides methylutens	5	0	1	1	3	1	1	2	2	0	2	2	7	0	0	0	4	2	1	3	1	8	2
Methanohalobium evestigatum	12	1	11	1	19	16	7	5	19	29	1	7	13	5	2	0	21	2	2	19	0	40	1
Methanohalophilus halophilus	0	0	0	0	2	0	0	1	2	2	5	0	0	5	0	1	0	0	0	1	0	0	0
Methanohalophilus mahii	0	1	0	25	2	1	3	0	2	1	3	25	0	0	5	3	0	1	6	0	35	0	0
Methanohalophilus portucalensis	3	0	3	0	0	5	0	0	1	1	4	0	9	1	0	0	0	3	1	1	0	0	2
Methanolobus psychrophilus	3	1	10	3	0	3	1	3	21	2	3	9	15	4	4	13	2	5	8	0	2	6	3
Methanomethylovorans hollandica	40	5	35	7	332	62	18	34	1318	15	23	10	25	25	24	5	48	19	21	31	16	21	77
Methanosalsum zhilinae	1	1	3	2	0	4	1	2	3	15	5	3	6	5	0	0	0	0	15	1	0	1	5
Methanosarcina acetivorans	3	0	18	4	5	9	1	6	8	25	5	15	18	13	1	1	1	4	1	10	3	7	14
Methanosarcina barkeri	22	26	95	23	133	41	32	100	6	56	12	28	59	73	2	3	18	18	33	64	7	15	33
Methanosarcina horonobensis	7	2	29	29	1	15	9	3	15	17	4	9	8	24	1	0	21	6	34	1	3	5	21
Methanosarcina lacustris	4	4	22	14	0	11	14	16	9	47	24	5	0	9	4	3	2	1	2	5	1	6	4
Methanosarcina mazei	11	1	7	2	15	13	11	15	18	14	14	11	29	8	5	1	6	5	9	4	10	11	4
Methanosarcina siciliae	0	1	0	2	4	2	3	5	0	2	2	0	9	3	2	1	1	3	2	0	6	6	4
Methanosarcina sp. Kolksee	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	2	0	0	0	0	3	0	0
Methanosarcina sp. MTP4	7	0	12	2	19	21	5	14	12	23	12	1	14	57	10	20	3	18	4	4	10	16	28
Methanosarcina sp. WH1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Methanosarcina sp. WWM596	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Methanosarcina thermophila	8	0	8	0	10	0	3	2	10	17	1	33	13	19	9	16	9	18	29	10	1	1	7
Methanosarcina vacuolata	1	5	0	0	1	0	2	1	0	2	2	1	1	1	0	1	0	2	0	0	0	1	5
Methanopyrus sp. KOL6	0	1	0	1	0	3	0	0	0	1	1	0	1	3	0	0	0	1	0	2	0	9	0
Palaeococcus pacificus	0	0	4	2	2	0	14	40	2	0	0	108	1	0	0	0	17	1	1	0	2	1	0
Pyrococcus abyssi	0	0	5	0	0	0	0	0	1	0	46	4	0	0	4	0	0	0	2	0	0	2	0
Pyrococcus furiosus	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	0	4	0	0	0	1	0	0
Pyrococcus horikoshii	3	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0
Pyrococcus kukulkanii	1	0	1	0	0	1	0	2	2	1	0	0	2	0	2	0	0	1	0	1	0	0	0
Pyrococcus sp. NA2	0	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	2
Pyrococcus sp. ST04	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
Pyrococcus yayanosii	1	0	0	0	0	6	1	0	0	0	0	9	4	1	24	0	0	0	21	2	0	0	0
Thermococcus barophilus	11	4	1	1	3	2	1	2	0	1	3	6	1	0	0	0	7	0	2	1	3	0	0
Thermococcus barossii	7	0	5	1	10	6	56	44	0	0	3	39	1	2	1	0	0	0	3	0	0	0	0
Thermococcus celer	4	0	0	56	1	1	1	0	0	3	0	1	0	1	0	0	0	0	2	0	0	0	0
Thermococcus chitonophagus	0	0	1	0	1	0	0	0	20	3	0	0	1	0	0	0	0	0	0	0	0	1	1
Thermococcus cleftensis	9	1	4	0	0	4	0	0	1	2	1	0	1	15	0	1	0	46	2	0	0	1	3
Thermococcus eurythermalis	19	15	18	42	3	5	45	29	10	13	29	27	10	3	22	24	6	26	12	2	5	39	39
Thermococcus gammatolerans	75	17	18	0	9	28	153	36	81	128	57	31	24	40	0	6	48	6	5	49	1	19	29
Thermococcus gorgonarius	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
Thermococcus guaymasensis	0	0	1	0	2	0	1	5	0	3	0	0	3	6	0	0	1	1	0	2	0	2	0
Thermococcus kodakarensis	14	1	2	0	2	0	1	0	4	6	0	1	3	1	9	7	11	2	1	2	16	7	1
Thermococcus litoralis	25	0	1	0	0	1	2	4	0	3	0	6	21	1	3	1	3	1	2	21	0	3	15
Thermococcus nautili	0	1	2	21	1	2	0	0	9	0	0	0	2	0	1	0	0	1	0	0	1	0	2
Thermococcus onnurineus	0	0	2	9	0	25	1	2	3	4	1	0	2	5	0	0	2	2	0	0	0	10	9
Thermococcus pacificus	3	6	20	2	2	11	0	2	3	23	4	10	20	4	0	0	10	1	5	22	4	7	2
Thermococcus paralvinellae	1	0	4	0	0	0	3	0	0	0	2	0	1	6	0	0	0	3	0	2	0	0	2
Thermococcus peptonophilus	0	0	2	1	0	1	0	0	2	0	3	0	8	2	0	0	0	2	0	7	0	0	8
Thermococcus piezophilus	115	0	6	57	2	4	0	0	11	3	2	2	3	14	2	0	0	2	4	6	0	20	9
Thermococcus profundus	9	0	0	3	0	3	0	2	0	0	5	0	1	0	1	0	0	1	1	0	0	2	0
Thermococcus radiotolerans	12	3	11	17	27	4	32	23	1	0	2	4	14	0	13	0	0	2	20	1	0	47	31
Thermococcus sibiricus	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Thermococcus siculi	0	0	1	1	3	12	0	0	0	3	0	0	6	0	0	0	0	1	0	0	1	2	0
Thermococcus sp. 2319x1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermococcus sp. 4557	6	0	9	2	4	1	2	5	2	13	2	8	5	3	0	0	4	1	4	11	0	2	3
Thermococcus sp. 5-4	34	6	100	34	1	18	25	7	28	25	8	9	3	41	2	1	59	15	72	5	0	48	55
Thermococcus sp. AM4	8	0	16	0	66	8	51	10	21	15	53	10	56	20	1	3	15	9	14	14	10	10	27
Thermococcus sp. EXT12c	1	2	1	9	12	3	6	5	1	16	2	0	9	6	3	1	0	0	2	3	0	6	6
Thermococcus sp. P6	552	68	235	17	2	2	19	41	20	14	0	106	71	564	238	904	8	259	67	81	731	105	169
Thermococcus thioreducens	19	5	1	4	20	10	71	135	197	4	9	51	14	18	17	10	83	5	5	31	9	12	7
Candidatus Methanomethylophilus alvus	102061	30499	13410	23325	214755	94133	84032	57435	287287	7831	328	48410	40578	207296	30143	146188	35037	200538	198319	1431	937	18842	619
Candidatus Methanoplasma termitum	229	34	1288	112	542	563	311	469	766	1413	463	1145	820	625	656	154	396	616	342	957	46	457	552
Candidatus Methanomassiliicoccus intestinalis	57	7	159	83	84	71	50	79	134	133	91	179	113	113	151	34	73	102	73	133	13	56	48
Cuniculiplasma divulgatum	4	0	16	0	6	8	11	3	9	9	5	7	8	15	26	7	6	12	11	9	4	3	6
Ferroplasma acidarmanus	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Ferroplasma acidiphilum	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	1	1	30	0
Picrophilus torridus	0	0	2	0	3	9	1	1	3	9	4	2	13	3	0	1	0	8	2	2	0	9	2
Thermoplasma acidophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Thermoplasma volcanium	16	6	0	1	0	1	0	1	0	0	1	0	6	1	3	0	2	2	1	0	0	0	6
Thermoplasmatales archaeon BRNA1	197	118	945	113	706	624	657	582	657	1676	504	994	1107	641	356	221	390	949	1054	1074	62	629	455
methanogenic archaeon ISO4-H5	362	81	1065	175	811	765	348	610	903	1639	306	947	1089	566	456	295	476	753	520	995	50	643	316
Aciduliprofundum boonei	0	0	0	23	1	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0
Aciduliprofundum sp. MAR08-339	0	0	1	0	0	4	1	0	15	0	0	0	1	0	1	4	1	0	0	0	0	1	0
Candidatus Nitrosocaldus islandicus	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
Nitrososphaera viennensis	4	2	3	28	13	7	37	13	2	12	0	10	5	0	0	7	1	1	14	2	1	18	0
Candidatus Nitrosopelagicus brevis	0	0	0	0	0	0	0	1	0	1	0	0	14	0	0	0	0	0	2	0	0	4	3
Candidatus Nitrosotenuis aquarius	0	0	0	11	0	0	1	0	0	2	3	0	0	4	2	1	0	0	3	0	0	0	3
Candidatus Nitrosotenuis cloacae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	1
Candidatus Nitrosomarinus catalina	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0
Candidatus Nitrosopumilus adriaticus	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	0	0	1	0	0	2	0
Candidatus Nitrosopumilus sediminis	2	2	3	0	15	0	0	0	0	0	5	0	8	0	6	1	10	5	10	2	1	3	0
archaeon AArc-Sl	3	0	3	2	2	1	3	7	2	17	6	4	24	3	0	1	1	3	3	1	0	13	3
Thermobaculum terrenum	82	4	25	5	48	103	32	51	707	24	4	123	79	12	8	10	20	0	26	7	35	12	28
Luteitalea pratensis	163	41	237	97	167	268	142	172	86	51	206	219	134	137	124	91	83	54	191	110	100	193	98
Acidobacterium capsulatum	115	98	150	124	55	174	168	98	67	40	146	167	179	39	63	84	243	64	195	103	109	187	160
Candidatus Koribacter versatilis	60	37	299	335	308	437	66	82	261	36	540	168	58	139	46	100	17	221	288	115	39	190	143
Granulicella mallensis	124	63	175	62	38	297	100	336	171	131	208	97	52	82	145	53	126	216	84	111	91	78	142
Granulicella tundricola	158	74	236	158	71	353	164	288	185	120	257	149	280	166	217	188	670	286	123	77	192	350	168
Terriglobus roseus	98	40	138	667	49	117	112	189	72	460	134	86	247	239	49	46	84	35	100	78	52	205	264
Terriglobus saanensis	506	103	355	196	51	235	97	220	297	316	91	155	167	1154	363	959	207	262	203	173	1095	297	376
Acidobacteriaceae bacterium SBC82	41	7	114	41	21	39	37	37	17	23	73	104	53	131	51	76	15	15	48	24	22	65	75
Chloracidobacterium thermophilum	34	34	114	139	46	75	47	65	41	50	147	67	84	74	53	17	41	50	83	125	26	139	136
Candidatus Solibacter usitatus	146	72	344	186	208	123	479	362	128	351	361	168	405	489	68	170	392	126	141	98	51	294	334
Acidimicrobium ferrooxidans	66	27	36	86	54	35	130	47	27	29	259	56	164	80	23	66	442	35	25	84	39	216	30
Thermobispora bispora	102	28	187	60	23	143	70	236	141	142	85	117	208	53	121	62	21	160	199	65	132	121	91
