Taxonomy	GXL_5075	GXL_10938	GXL_8500	GXL_5076	GXL_12940	GXL_7910	GXL_7834	GXL_7837	GXL_13164	GXL_12278	GXL_11720	GXL_4184	GXL_1936	GXL_11714	GXL_10199	GXL_9463	GXL_4092	GXL_10143	GXL_13198	GXL_1001	GXL_5777	GXL_10941	GXL_4337	GXL_4363
Celeribacter	168	112	179	144	130	153	142	315	205	76	244	175	128	64	151	203	52	162	231	236	83	200	105	211
Confluentimicrobium	22	49	106	19	45	20	34	16	72	18	61	42	51	21	36	10	31	10	83	40	14	131	12	36
Defluviimonas	46	139	94	30	66	44	77	95	172	49	40	97	50	18	97	38	35	104	56	38	54	103	18	29
Dinoroseobacter	15	75	84	23	80	22	10	6	20	14	148	38	65	20	30	20	32	8	123	31	21	22	42	29
Epibacterium	107	96	85	30	102	19	126	31	325	28	38	129	73	19	9	30	208	52	51	134	8	39	17	52
Gemmobacter	56	18	53	39	50	38	29	0	16	22	27	51	51	17	111	19	23	14	24	24	21	53	20	107
Halocynthiibacter	2	6	21	19	5	9	13	10	1	32	10	3	0	2	9	1	5	0	5	10	8	5	8	12
Jannaschia	105	52	45	113	92	344	140	78	258	88	72	424	74	15	79	348	44	48	12	233	118	183	19	281
Ketogulonicigenium	12	47	279	41	64	43	16	58	27	40	83	17	52	30	152	137	178	24	268	48	57	10	28	96
Labrenzia	54	148	145	150	69	118	71	47	85	29	159	88	123	42	139	55	38	49	124	142	87	227	286	104
Leisingera	22	45	84	4	25	40	32	4	4	2	14	17	19	10	46	6	30	2	20	27	24	37	63	14
Marinovum	9	33	25	26	64	46	17	35	51	25	29	18	110	18	62	28	36	19	73	26	26	27	32	35
Marivivens	15	4	77	50	1	6	13	8	14	7	4	4	1	23	7	3	1	1	11	9	2	5	2	5
Octadecabacter	41	86	51	186	212	324	102	96	108	64	123	265	105	220	60	266	74	90	158	337	173	146	108	201
Pannonibacter	136	193	97	274	195	447	185	464	342	142	210	521	221	73	117	511	96	151	130	390	170	291	59	345
Paracoccus	556	752	519	651	516	635	622	942	919	922	629	794	556	347	854	1356	1047	436	1187	768	651	623	587	996
Pelagibaca	142	71	40	129	108	160	63	160	88	67	41	167	73	43	133	161	44	71	31	102	50	116	62	209
Phaeobacter	303	379	342	193	249	104	259	401	442	320	267	292	268	178	887	696	780	108	965	365	338	276	820	519
Pseudovibrio	21	99	71	36	27	97	144	13	13	20	55	84	45	18	44	12	49	18	18	24	38	115	61	22
Rhodobaca	7	97	26	33	22	3	55	3	19	10	25	137	41	31	22	123	16	8	100	133	17	48	24	116
Rhodobacter	259	359	641	521	380	186	239	839	197	177	802	226	638	252	532	635	430	572	284	354	629	209	488	481
Rhodovulum	70	94	97	174	75	82	132	56	136	85	120	56	134	60	214	52	84	101	93	114	106	113	118	99
Roseibacterium	263	22	124	43	6	10	31	101	6	27	17	9	28	51	28	38	2	18	68	58	38	6	15	24
Roseobacter	56	31	209	9	53	63	68	429	10	57	45	21	47	48	126	142	45	21	28	92	142	40	39	101
Roseovarius	66	49	137	14	89	35	32	15	8	34	58	58	54	26	29	90	21	12	38	12	135	60	15	167
Ruegeria	153	126	221	231	91	94	165	49	49	70	185	130	102	73	75	40	67	123	75	95	312	200	86	153
Sagittula	193	24	124	14	14	4	176	10	17	8	100	64	14	3	13	12	4	14	10	20	37	195	47	62
Salipiger	18	33	54	8	32	17	22	21	9	14	51	36	29	18	55	9	20	112	4	16	52	18	64	56
Stappia	17	164	93	32	37	139	82	168	369	505	39	71	55	41	22	36	22	34	296	35	43	78	83	49
Sulfitobacter	284	189	282	174	234	261	282	145	181	180	417	184	274	218	603	255	192	183	224	265	331	184	363	302
Tateyamaria	4	208	39	68	27	67	46	34	11	29	60	212	35	39	85	172	15	92	94	226	25	61	63	211
Thalassococcus	9	41	68	23	24	25	13	20	7	31	19	9	21	3	23	31	9	25	22	25	26	27	20	21
Thioclava	20	63	92	14	17	27	15	48	11	42	11	7	12	28	35	33	5	12	5	28	30	32	143	22
Yangia	119	111	76	102	173	65	144	132	58	29	162	82	167	73	112	50	127	61	64	92	71	103	94	147
Yoonia	62	103	151	84	24	172	76	59	130	64	191	246	31	20	53	233	40	30	17	134	106	176	38	130
Acetobacter	1094	338	607	592	291	775	909	365	434	282	515	838	548	253	323	561	410	229	338	742	378	525	284	789
Acidiphilium	20	155	157	40	59	29	51	20	15	33	83	57	74	43	115	69	56	47	70	72	120	34	36	68
Acidisphaera	0	17	186	11	17	9	13	12	2	7	33	15	6	4	10	26	20	5	9	11	11	17	74	1
Asaia	33	59	25	50	24	13	27	44	89	12	63	29	41	9	19	19	16	34	27	78	10	52	51	33
Gluconacetobacter	32	195	34	146	19	27	47	11	10	10	163	65	87	6	78	23	19	8	21	183	104	139	12	294
Gluconobacter	100	205	151	239	185	286	76	91	276	370	649	84	220	171	173	53	194	106	287	278	77	77	252	177
Granulibacter	23	112	69	144	50	66	93	42	23	76	68	220	47	62	49	251	30	129	121	292	56	86	76	247
Komagataeibacter	425	354	396	441	447	433	405	353	227	201	433	300	411	313	750	254	275	266	376	903	309	294	1120	452
Kozakia	12	28	69	11	13	13	14	10	18	5	41	39	15	11	65	9	9	9	21	27	13	39	24	42
Neoasaia	57	30	46	22	29	10	20	17	38	24	14	18	23	11	38	48	82	15	84	24	12	43	25	50
Parasaccharibacter	14	17	29	4	9	9	35	8	10	5	21	5	8	13	13	6	31	9	4	34	7	90	4	17
Roseomonas	88	219	148	260	146	73	139	121	71	34	429	228	251	73	415	111	158	41	164	163	256	234	487	134
Azospirillum	484	718	970	552	581	750	602	787	467	476	902	879	550	333	1206	1099	645	272	927	806	967	723	707	927
Candidatus Endolissoclinum	7	19	38	8	80	31	4	30	0	5	25	14	10	8	110	8	8	10	8	24	26	12	132	8
Haematospirillum	10	7	144	4	7	14	143	2	14	10	53	2	26	16	62	1	2	7	10	57	1	22	9	4
Magnetospira	75	12	124	41	73	76	43	35	43	42	76	94	73	13	117	68	26	15	30	41	339	39	72	107
Magnetospirillum	566	682	422	390	564	633	451	644	379	550	782	692	751	442	806	628	395	488	638	738	1113	623	454	1316
Nitrospirillum	35	133	136	113	147	89	87	60	11	19	237	59	316	71	55	42	198	68	104	359	68	77	302	132
Niveispirillum	89	95	88	51	41	79	58	514	41	69	154	92	80	68	154	97	161	153	25	126	178	49	113	146
Pararhodospirillum	30	21	70	60	64	28	69	32	28	42	61	68	64	48	148	66	96	23	26	108	187	75	40	41
Rhodospirillum	185	227	527	44	170	228	179	111	82	84	109	201	97	63	229	97	59	82	151	261	185	206	576	298
Thalassospira	40	68	538	131	126	224	65	45	71	54	86	151	77	62	382	124	137	72	101	162	231	127	472	161
Tistrella	39	146	229	70	49	38	54	25	38	28	173	88	115	53	139	44	62	22	80	113	103	75	24	227
Anaplasma	3	9	11	14	5	19	15	2	2	3	22	7	6	4	9	8	3	14	14	19	6	12	13	15
Ehrlichia	10	29	44	77	36	49	18	11	14	12	53	17	44	39	22	9	15	8	14	35	62	32	95	13
Neorickettsia	2	3	15	2	47	16	48	1	15	13	4	6	2	9	14	1	1	8	28	8	9	38	11	10
Wolbachia	79	43	42	88	65	69	53	264	15	72	9	72	35	56	149	73	21	76	43	31	74	20	20	124
Candidatus Fokinia	0	0	0	0	0	5	3	1	0	0	0	0	2	1	0	0	0	1	3	4	2	5	1	2
Candidatus Midichloria	0	6	0	0	0	4	5	0	0	0	0	2	0	5	2	1	0	1	1	0	3	1	1	2
Candidatus Phycorickettsia	2	3	60	29	4	17	16	21	35	2	0	5	5	12	38	2	1	3	3	23	13	14	1	6
Orientia	1	0	5	5	3	3	10	1	0	0	3	3	0	2	0	0	0	0	0	2	2	5	0	0
Rickettsia	117	51	77	170	56	46	48	33	25	48	527	61	36	22	75	10	1	89	41	88	109	54	432	33
Altererythrobacter	503	456	374	286	267	561	490	623	434	258	531	737	476	172	841	660	347	251	625	639	459	433	334	914
Croceicoccus	52	239	32	86	63	131	97	58	243	455	60	223	73	116	159	134	90	90	293	253	51	134	61	239
Erythrobacter	367	1225	509	315	503	853	451	323	639	868	619	721	922	733	992	529	530	609	1182	885	1654	562	889	1765
Porphyrobacter	730	122	181	210	96	351	539	130	257	96	404	418	330	96	116	383	119	159	65	165	270	229	185	377
Blastomonas	10	125	83	59	39	36	34	10	48	151	65	38	158	59	70	21	25	15	72	45	185	28	75	78
Citromicrobium	10	53	39	20	47	34	20	84	16	11	66	11	12	25	35	10	15	12	28	22	27	21	21	22
Novosphingobium	266	325	290	159	152	146	315	143	187	171	406	225	258	156	347	177	139	107	262	193	307	242	166	388
Rhizorhabdus	25	8	18	39	42	107	55	25	68	25	9	112	24	4	36	99	7	24	3	72	25	48	41	86
Sphingobium	997	608	1125	636	475	487	1006	1323	363	566	863	675	715	366	1077	970	1009	563	1120	636	870	906	563	1007
Sphingomonas	887	697	693	798	664	419	593	717	502	914	963	632	762	455	1257	1887	1493	693	2010	914	1063	564	590	1710
Sphingopyxis	750	694	369	251	411	566	458	1562	415	612	451	600	410	627	1036	1293	927	282	1155	841	932	453	531	1079
Sphingorhabdus	32	128	84	175	57	75	87	162	17	70	110	122	113	75	500	85	127	98	98	171	182	86	705	174
Zymomonas	128	65	157	55	35	69	97	19	43	33	14	31	28	33	35	20	25	44	43	107	41	49	26	82
Candidatus Accumulibacter	38	26	127	46	39	31	176	9	20	29	100	41	20	96	31	33	49	82	14	72	104	106	16	34
Candidatus Kinetoplastibacterium	61	7	55	64	52	21	81	17	12	27	23	44	115	9	12	8	7	12	27	17	16	46	14	17
Candidatus Nasuia	0	0	7	1	0	1	5	0	0	0	3	9	1	3	1	1	0	0	1	7	4	1	3	3
Candidatus Profftella	0	9	28	10	3	3	2	7	0	2	1	5	2	14	1	1	2	1	3	20	5	17	1	0
Candidatus Tremblaya	5	8	3	2	289	78	11	0	4	1	6	4	11	3	0	0	3	32	0	8	1	0	4	3
Achromobacter	576	668	657	808	653	633	617	1799	736	573	852	912	773	470	905	1101	529	685	735	973	1002	538	921	1002
Advenella	15	60	695	91	69	68	139	108	74	81	150	53	41	69	125	91	78	61	72	79	99	104	84	96
Alcaligenes	76	50	154	44	26	41	39	68	58	20	41	51	66	23	148	27	39	56	65	126	56	40	39	57
Basilea	0	6	21	9	3	3	7	8	2	4	2	7	8	2	7	3	5	2	1	4	7	4	1	2
Bordetella	1104	1698	1019	1183	1072	1184	989	2558	1043	824	1321	1372	1375	742	1548	1583	775	1126	917	1995	1797	1029	1306	2102
Castellaniella	64	35	40	51	95	85	33	17	84	34	60	40	71	23	71	75	52	59	37	18	64	35	74	80
Oligella	48	22	51	46	8	8	20	4	43	52	45	126	22	4	48	13	3	0	72	19	48	42	4	87
Orrella	96	101	76	110	129	71	70	398	125	340	93	48	95	73	400	536	706	87	903	90	224	31	71	141
Paenalcaligenes	20	23	22	15	12	41	123	4	3	6	14	12	11	11	21	5	11	2	4	17	14	18	15	7
Pusillimonas	114	73	114	40	96	49	138	8	178	29	30	109	52	29	60	31	117	0	55	127	50	72	44	59
Taylorella	133	8	95	41	15	29	55	37	81	49	14	5	29	14	30	1	7	64	84	53	16	20	13	28
Burkholderia	1861	2258	2134	1711	1758	1523	1335	1777	2105	1586	1783	1331	2303	1046	2154	1311	1196	1947	2234	2469	2999	1740	1882	2631
Cupriavidus	778	1154	771	654	544	733	596	1799	740	570	665	848	726	417	1142	740	405	794	706	873	1378	971	926	919
Hydromonas	13	133	16	66	46	93	25	0	13	20	50	57	73	77	51	29	63	12	29	41	44	35	60	35
Pandoraea	767	577	714	460	417	565	347	745	433	373	632	382	832	383	660	533	323	470	470	742	782	357	490	500
Paraburkholderia	457	1563	839	389	702	780	646	771	695	625	899	681	1014	921	1295	698	614	689	1487	1161	1914	683	1212	1627
Paucimonas	26	10	12	1	3	19	71	4	17	40	10	19	17	3	1	1	7	1	22	4	5	23	0	20
Polynucleobacter	354	343	497	265	204	395	351	126	163	149	358	306	301	184	294	96	172	280	289	298	161	419	116	401
Ralstonia	478	505	509	422	406	341	257	306	447	333	397	315	648	293	590	410	258	376	388	591	722	431	1050	605
Acidovorax	717	449	684	504	564	797	493	1304	690	1105	810	726	1241	320	742	1110	642	446	603	662	900	717	430	728
Alicycliphilus	365	59	76	158	56	319	163	130	294	210	102	371	130	100	181	364	51	64	83	282	290	196	61	252
Candidatus Symbiobacter	18	10	24	87	13	61	27	35	18	21	6	18	40	20	14	12	16	11	20	71	29	18	8	55
Comamonas	232	963	407	370	8524	457	631	453460	214	758058	565	619	249412	11071	25610	5581	83375	10304	174360	1002	1432	261	602	1392
Curvibacter	14	97	154	42	36	55	47	21	7	19	35	30	71	20	75	24	29	45	58	129	48	37	108	46
Delftia	322	236	307	329	251	411	338	189	594	250	248	599	292	89	236	580	255	211	138	361	518	288	90	448
Diaphorobacter	0	0	90	3	8	1	0	7	46	18	31	0	6	13	22	1	0	17	8	1	24	1	1	3
Hydrogenophaga	169	239	150	192	97	287	252	117	235	137	344	435	178	93	188	300	90	62	79	323	142	242	79	330
Limnohabitans	70	68	164	113	39	39	22	318	93	297	21	70	66	15	488	533	798	291	799	85	59	37	395	142
Melaminivora	81	150	79	102	49	49	232	316	193	295	144	121	182	72	294	542	633	164	840	100	101	109	92	263
Ottowia	257	218	210	78	142	169	217	619	87	144	259	145	271	96	249	127	120	60	105	114	252	113	147	201
Polaromonas	63	410	116	103	69	79	172	112	68	158	244	124	143	111	317	151	67	100	385	479	308	106	239	562
Ramlibacter	177	201	69	248	87	98	79	312	75	89	116	169	127	54	172	233	83	89	71	90	365	64	92	224
Rhodoferax	171	274	239	273	328	344	234	157	167	224	349	171	318	137	326	246	247	144	307	508	389	193	296	244
Simplicispira	60	27	53	24	29	22	24	59	22	126	94	14	135	59	157	51	51	26	87	113	182	26	48	26
Variovorax	778	298	362	589	263	587	618	790	708	478	594	721	385	174	369	574	217	481	341	371	407	566	706	532
Verminephrobacter	7	28	38	33	22	107	28	71	53	74	86	58	24	14	34	51	14	459	30	38	38	53	4	32
Collimonas	128	195	277	158	185	185	129	293	87	176	317	156	190	145	274	436	521	65	610	151	272	237	262	225
Herbaspirillum	277	468	575	332	243	462	206	156	683	634	296	508	327	156	216	552	168	276	392	576	431	326	182	523
Herminiimonas	78	21	44	37	14	10	22	29	12	14	9	90	30	10	43	18	14	9	23	20	14	19	15	33
Janthinobacterium	353	353	354	483	250	460	370	170	316	189	376	394	372	100	402	467	140	266	203	379	321	286	586	515
Massilia	1074	448	689	517	289	560	782	499	464	464	501	663	550	192	682	780	840	427	429	497	453	506	296	670
Oxalobacter	145	313	244	139	81	208	165	30	76	81	124	192	206	244	162	89	53	63	134	392	257	128	128	188
Sutterella	10289	1541	7865	2648	2616	2657	478	2671	14010	4107	367	599	4489	595	5086	569	773	13550	3172	1435	2342	1137	1181	723
Aquabacterium	125	35	83	54	40	90	103	26	75	39	133	140	47	175	24	83	18	49	30	57	64	117	33	110
Leptothrix	127	20	44	53	73	41	37	109	33	55	65	80	60	11	104	40	29	37	21	44	26	108	36	118
Methylibium	73	33	73	83	30	34	32	15	50	26	103	85	105	34	28	35	42	108	57	77	42	229	45	46
Mitsuaria	126	56	51	58	73	58	47	46	63	117	24	76	64	32	229	241	42	79	41	62	206	49	23	177
Paucibacter	270	47	63	22	87	42	63	439	64	124	57	54	83	101	262	162	72	80	78	124	285	57	63	182
Rhizobacter	56	44	67	34	83	35	15	35	53	24	118	35	97	9	38	205	83	96	22	71	140	53	26	98
Roseateles	90	173	87	152	134	73	81	48	83	23	320	230	236	53	78	203	308	70	135	245	75	182	54	352
Rubrivivax	39	103	89	198	63	76	87	217	82	30	60	65	127	23	86	112	37	111	48	61	99	129	59	97
Thiomonas	230	380	215	330	239	345	337	268	357	294	310	354	355	203	360	646	754	257	913	625	286	316	242	601
Aquaspirillum	69	116	42	52	49	116	27	22	129	26	35	22	70	36	44	21	32	28	18	34	41	22	39	21
Aquitalea	65	65	137	53	72	73	19	21	24	37	64	27	46	28	114	42	20	30	54	42	187	53	69	18
Chromobacterium	248	253	416	351	351	247	281	362	235	293	528	358	530	296	386	842	559	187	720	490	912	345	349	435
Jeongeupia	77	84	146	30	54	72	58	84	124	53	34	14	43	20	61	8	14	76	15	42	7	66	15	51
Laribacter	193	37	140	103	46	86	75	38	41	41	202	43	57	32	94	218	48	23	62	76	194	108	76	49
Microvirgula	37	146	47	128	76	137	46	50	48	41	91	67	128	17	57	37	69	41	62	128	200	35	94	49
Pseudogulbenkiania	440	82	31	30	69	121	305	22	50	24	300	124	196	20	48	6	91	14	12	57	46	108	197	202
Vogesella	93	116	77	35	64	70	53	387	5	30	42	161	22	53	28	255	157	9	77	217	37	68	145	200
Crenobacter	48	13	47	17	37	25	68	9	42	21	68	33	46	17	18	12	32	33	38	20	47	64	19	53
Eikenella	34	78	63	27	57	74	24	62	10	10	44	66	73	28	53	46	37	8	36	88	65	49	31	178
Kingella	288	8	11	9	2	4	7	14	5	12	6	6	8	5	6	10	2	4	27	16	16	26	6	6
Neisseria	1069	1772	1278	749	1003	1421	1224	1962	842	1413	1115	1365	1295	1000	1627	1735	1573	655	1435	1218	2246	1264	1434	1688
Simonsiella	17	4	81	26	7	2	17	1	0	4	10	5	3	11	13	2	4	2	3	2	2	7	2	12
Snodgrassella	16	23	96	86	68	46	25	13	13	7	9	20	21	13	46	35	21	28	13	47	19	48	73	22
Vitreoscilla	11	16	91	7	22	12	39	3	25	13	26	30	16	2	12	15	1	29	13	22	12	34	17	33
Ferriphaselus	102	58	34	100	21	47	58	13	25	47	79	26	55	22	42	37	40	11	25	63	32	80	38	26
Gallionella	23	14	73	58	14	17	17	3	11	34	5	10	21	12	36	5	9	11	33	31	31	27	30	16
Sideroxydans	44	68	28	59	41	82	88	11	36	40	80	48	67	70	106	72	95	22	30	81	29	148	31	100
Sulfuricella	30	52	107	21	14	39	50	16	15	16	30	39	23	12	28	24	3	11	20	35	34	173	11	37
Sulfuriferula	36	106	116	141	283	186	60	98	80	38	110	42	102	138	84	84	72	159	191	474	293	79	117	86
Candidatus Methylopumilus	2	6	26	101	15	1	10	29	3	27	20	13	2	8	18	9	1	11	7	29	9	6	13	19
Methylobacillus	36	51	44	14	25	44	12	33	6	51	36	110	24	40	47	9	75	15	22	31	42	42	104	60
Methylophilus	3	33	26	44	34	6	16	3	9	4	80	9	64	2	14	7	55	1	6	16	21	29	8	59
Methylotenera	79	68	105	48	88	40	48	44	121	26	32	29	156	48	57	33	52	56	129	26	79	81	30	122
Methylovorus	109	128	148	44	118	77	172	48	317	42	92	146	53	39	119	44	160	43	71	154	70	158	69	82
Nitrosomonas	200	1356	352	101	378	449	295	603	152	558	523	256	716	822	1184	307	339	276	1190	452	1434	367	1396	1212
Nitrosospira	22	65	110	131	105	83	61	28	40	67	64	32	40	41	73	167	56	60	115	105	105	68	55	84
Methyloversatilis	70	188	51	64	39	48	34	20	49	23	55	24	81	26	94	27	28	40	49	105	91	32	26	141
Sulfuritalea	60	63	69	32	46	14	20	38	21	20	35	12	40	17	31	9	4	59	26	44	41	14	438	29
Thiobacillus	186	119	47	71	53	92	131	65	37	43	46	73	51	12	167	31	54	69	46	60	85	59	62	159
Dechloromonas	244	105	303	47	110	101	52	462	114	107	191	74	84	125	185	122	85	241	78	127	238	79	102	94
Aromatoleum	59	30	68	54	40	24	22	93	32	44	23	24	62	8	13	8	16	112	75	38	20	25	12	77
Azospira	111	86	138	107	54	96	71	73	79	96	101	129	123	32	105	67	53	136	61	77	145	74	90	67
Azoarcus	396	593	786	416	373	386	311	233	300	299	436	282	430	240	532	475	784	364	820	438	725	557	266	469
Thauera	344	203	249	217	231	208	200	645	179	390	340	169	481	180	482	315	229	228	396	305	488	206	217	299
Candidatus Desulfofervidus	6	2	17	11	10	31	6	2	2	5	5	4	40	7	5	5	3	2	9	1	5	5	3	4
Candidatus Babela	2	0	11	2	5	7	50	4	4	0	12	9	3	4	2	9	0	6	6	0	118	100	0	2
Bradymonas	47	241	83	74	53	34	88	13	7	10	190	86	147	65	72	27	87	23	39	153	113	154	64	296
Desulfarculus	182	335	113	389	387	580	338	1146	466	247	661	955	505	163	946	1009	402	270	359	720	691	721	211	837
Desulfatibacillum	97	678	152	172	208	253	210	78	21	284	393	213	423	356	334	87	289	82	335	258	617	145	513	616
Desulfobacter	44	102	73	92	74	28	97	35	38	14	210	64	142	96	364	45	121	37	71	90	294	98	532	75
Desulfobacterium	29	74	36	72	79	103	32	46	16	33	173	39	61	51	119	40	89	20	61	106	160	61	418	136
Desulfobacula	13	42	37	16	25	12	15	4	23	14	20	21	19	14	21	2	2	12	30	56	14	29	74	29
Desulfococcus	294	540	229	747	517	511	378	552	80	353	503	815	686	277	598	523	389	219	466	852	635	534	474	742
Desulfobulbus	330	115	191	96	154	117	194	314	110	265	230	193	374	225	259	258	114	89	395	182	518	126	144	165
Desulfocapsa	19	148	51	42	39	90	16	5	31	19	38	95	53	35	64	17	36	12	55	95	35	67	51	28
Desulfotalea	38	26	83	25	61	53	59	26	2	24	28	60	37	41	30	19	19	6	56	21	21	71	18	91
Desulfurivibrio	45	110	94	81	105	62	52	51	38	70	97	118	218	67	139	79	101	106	119	98	99	41	56	181
Desulfohalobium	34	103	35	109	38	58	63	31	90	102	209	45	59	45	144	183	23	16	131	90	207	55	122	47
Desulfomicrobium	368	1132	314	616	367	806	347	389	934	1223	980	412	709	608	1365	723	695	390	1214	1096	1211	316	977	698
Desulfovibrio	131124	212618	55561	56957	79306	91828	71942	76716	150817	112108	159787	117776	228758	168321	155148	117337	88501	64944	157058	172748	232248	25383	159624	179821
Lawsonia	830	617	642	298	471	542	515	446	388	985	1159	741	3674	793	1560	416	382	232	1339	724	1828	741	651	913
Pseudodesulfovibrio	481	709	360	549	511	675	407	774	693	641	1182	902	901	471	2716	720	509	290	1176	720	1250	576	780	874
Desulfurella	22	0	41	37	10	1	24	2	0	0	2	1	2	1	5	0	0	3	5	4	5	8	2	1
Hippea	3	5	47	12	12	3	28	1	29	2	50	26	2	35	8	9	1	9	17	7	3	27	5	5
Desulfuromonas	265	399	230	201	305	247	281	137	232	136	478	440	427	256	248	470	296	213	318	660	320	284	380	582
Pelobacter	653	1194	486	489	671	887	765	866	855	1031	1177	1371	1244	917	1129	1261	642	328	1200	1016	1680	952	1206	1720
Geoalkalibacter	28	212	50	168	204	103	86	97	93	67	444	95	302	234	531	53	262	71	256	182	126	199	140	247
Geobacter	1742	2107	1307	2005	1502	2537	1601	2276	2595	2681	2789	2553	2272	1128	2880	3139	2235	1326	3827	2482	2338	1924	1703	3007
Anaeromyxobacter	524	748	211	632	630	562	499	290	221	293	725	699	661	465	821	542	446	500	322	689	592	643	452	1076
Archangium	71	265	71	209	90	234	117	79	142	140	163	304	196	149	288	294	182	128	118	255	376	139	120	251
Cystobacter	51	107	72	101	62	34	95	331	27	28	107	44	49	44	60	100	43	35	22	130	120	61	56	107
Melittangium	27	91	48	89	53	44	89	49	102	31	210	56	82	28	112	240	53	244	48	98	173	73	126	68
Stigmatella	50	115	72	57	86	58	118	18	17	25	87	165	134	67	62	304	58	22	134	167	181	112	81	136
Haliangium	580	239	175	220	115	373	321	123	304	149	333	551	234	94	241	334	182	104	180	335	216	298	165	443
Corallococcus	327	241	193	298	194	100	232	28	88	53	357	283	350	70	100	52	206	82	67	114	133	315	234	314
Myxococcus	384	587	290	829	486	321	459	208	331	332	892	608	615	228	598	440	244	447	484	629	1037	397	373	745
Chondromyces	167	47	133	7	55	30	104	30	44	56	184	76	35	67	102	9	9	131	64	71	57	32	105	136
Pajaroellobacter	11	637	64	33	183	210	108	27	0	239	271	148	292	391	313	31	149	193	556	192	696	99	412	742
Sorangium	375	533	323	488	317	367	354	846	256	168	406	397	498	269	385	992	314	328	303	412	668	472	219	611
Sandaracinus	82	137	130	233	102	68	126	20	44	49	316	293	137	71	130	91	74	50	67	132	72	163	66	400
Vulgatibacter	50	95	63	145	74	101	115	507	207	70	148	311	198	91	138	341	27	159	248	286	255	232	107	202
Desulfobacca	9	56	50	10	28	22	72	117	8	17	71	70	44	11	37	149	14	12	59	64	54	82	75	86
Desulfomonile	52	33	41	16	43	15	38	6	25	13	108	19	67	12	26	7	10	13	17	23	9	188	65	49
Syntrophus	31	230	136	94	251	113	82	547	31	152	232	59	126	185	427	92	73	72	265	335	416	112	105	145
Syntrophobacter	78	103	176	76	52	67	119	544	140	71	251	229	113	106	632	133	155	24	159	170	106	173	206	112
Nitratiruptor	39	11	112	10	9	5	11	0	10	0	14	7	17	4	11	1	1	3	6	2	4	18	3	12
Sulfurovum	20	20	96	41	26	37	50	50	39	22	18	100	27	24	47	31	22	59	26	73	31	97	35	36
Aliiarcobacter	14	6	18	24	1	8	16	5	11	19	2	15	4	17	57	12	2	14	14	11	5	4	18	18
Arcobacter	70	50	42	128	152	130	44	57	12	43	86	23	38	140	27	19	21	39	87	257	87	31	34	86
Campylobacter	8056	21877	5155	30704	19315	13302	10869	9108	7451	27346	10498	11277	12084	11722	136699	11647	8059	149476	45732	17978	21211	7976	10348	17808
Haloarcobacter	2	35	15	34	9	18	35	2	2	5	52	21	7	8	4	4	3	1	9	8	9	29	5	8
Malacobacter	102	18	291	48	805	265	42	6	61	24	34	46	30	28	22	22	16	24	4	12	14	20	4	20
Pseudoarcobacter	13	3	7	39	13	3	2	4	1	2	5	22	49	6	25	1	2	2	9	22	15	8	24	2
Sulfurospirillum	90	138	218	230	568	209	84	67	80	56	126	135	74	97	204	78	84	112	78	149	214	62	164	138
Helicobacter	527	3859	360	7673	4852	560	1470	440	103	1225	583	1693	552	366	77351	412	168	183	3980	335	1044	775	236	1041
Sulfuricurvum	16	16	27	4	4	4	82	0	1	5	37	26	12	7	2	3	0	1	0	6	22	47	4	14
Sulfurimonas	102	13	104	50	107	57	109	25	21	37	34	11	15	18	28	4	15	24	35	36	31	100	47	41
Wolinella	3	28	21	41	45	31	22	29	14	32	19	8	8	5	128	23	20	32	21	15	57	15	20	28
Nitratifractor	13	78	59	48	69	31	106	36	14	33	230	37	207	64	72	33	95	59	93	109	118	100	40	132
Nautilia	40	29	40	56	207	51	62	177	11	9	15	35	10	24	395	13	22	32	6	10	4	44	576	10
Candidatus Ruthia	0	0	24	1	156	52	37	0	0	6	27	14	0	26	4	0	4	7	46	1	8	25	1	7
Candidatus Thioglobus	20	27	67	14	90	41	44	4	0	29	92	27	45	9	3	79	3	8	17	16	14	36	2	299
Gallaecimonas	12	27	32	3	10	20	54	1	2	5	18	9	37	10	25	4	6	4	24	88	25	20	5	14
Pseudohongiella	30	8	60	16	36	11	96	2	18	5	32	32	16	8	30	7	11	6	11	25	11	50	70	14
Sedimenticola	10	44	38	98	51	37	29	27	39	21	113	32	90	55	61	67	48	33	33	69	285	103	26	24
Thiohalobacter	24	92	94	95	76	80	36	36	46	71	94	58	144	68	106	54	110	59	131	70	178	170	66	143
Thiolapillus	60	77	59	33	42	23	35	316	138	12	87	79	59	45	121	62	157	19	93	109	14	86	26	108
Acidiferrobacter	44	63	57	38	74	25	48	37	21	37	163	66	105	52	123	55	98	15	45	43	93	43	17	128
Sulfuricaulis	107	125	25	67	66	54	78	19	13	55	132	94	119	76	142	88	71	15	9	161	113	101	48	301
Sulfurifustis	133	111	56	168	89	181	115	97	216	88	109	199	163	50	196	148	67	158	72	186	143	266	72	435
Aeromonas	1395	1442	2137	1255	1383	1555	1543	1073	1253	1435	1837	2723	1693	596	1221	2146	1836	849	1761	1676	1465	1843	1209	2171
Oceanimonas	74	105	66	58	159	57	50	20	17	46	142	79	218	115	35	150	65	42	98	103	50	64	41	425
Oceanisphaera	15	52	137	95	57	112	194	296	22	13	180	129	113	32	14	49	4	14	8	24	23	81	15	139
