Taxonomy	GXL_5075	GXL_10938	GXL_8500	GXL_5076	GXL_12940	GXL_7910	GXL_7834	GXL_7837	GXL_13164	GXL_12278	GXL_11720	GXL_4184	GXL_1936	GXL_11714	GXL_10199	GXL_9463	GXL_4092	GXL_10143	GXL_13198	GXL_1001	GXL_5777	GXL_10941	GXL_4337	GXL_4363
Sulfolobus islandicus	0	0	0	7	0	0	0	17	0	3	1	0	0	0	1	0	0	12	0	0	0	0	0	4
Sulfolobus solfataricus	3	3	8	5	3	0	3	0	0	0	2	3	3	1	1	4	0	0	1	0	1	1	3	0
Sulfolobus sp. A20	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	2
Sulfurisphaera tokodaii	0	0	0	0	0	0	1	0	65	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0
Thermofilum adornatus	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0
Thermofilum carboxyditrophus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermofilum pendens	0	3	0	0	2	0	0	0	1	0	7	0	0	3	3	0	0	0	2	1	2	2	0	0
Thermofilum uzonense	3	2	1	1	1	0	0	0	0	2	3	1	0	5	10	4	0	4	0	1	14	0	0	0
Caldivirga maquilingensis	0	0	1	0	0	0	11	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	2
Pyrobaculum islandicum	0	0	0	2	0	2	1	1	0	0	1	0	0	2	1	0	1	0	1	0	0	0	0	5
Thermoproteus tenax	3	26	0	0	0	0	0	1	0	0	88	0	7	0	1	0	1	0	85	2	1	0	24	3
Thermoproteus uzoniensis	4	9	9	33	19	86	32	9	75	9	10	130	27	14	10	105	21	8	11	37	25	57	2	71
Vulcanisaeta distributa	0	1	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0
Vulcanisaeta moutnovskia	0	0	3	1	0	1	2	0	0	1	0	6	0	0	2	1	1	0	3	0	6	2	0	5
Archaeoglobus fulgidus	7	123	2	35	9	9	5	5	13	3	29	49	64	2	35	31	2	19	26	118	72	30	2	215
Archaeoglobus profundus	0	1	6	0	1	1	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	4	1	0
Archaeoglobus sulfaticallidus	2	5	4	17	0	0	5	2	1	0	7	1	0	1	0	0	5	8	0	4	0	1	0	2
Archaeoglobus veneficus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	4
Ferroglobus placidus	3	1	23	2	0	0	18	1	1	0	2	17	3	3	6	2	0	2	1	1	4	19	1	5
Geoglobus acetivorans	0	34	4	14	3	11	3	2	0	16	1	9	2	20	36	7	5	2	4	9	13	8	7	12
Geoglobus ahangari	30	5	22	0	3	1	54	40	69	1	5	12	14	2	1	1	2	29	14	11	4	53	6	9
Haloarcula hispanica	0	24	1	4	2	0	0	0	0	0	4	0	1	0	3	3	4	0	2	1	1	1	2	0
Haloarcula marismortui	1	0	5	3	0	0	0	12	2	1	5	0	0	1	0	0	1	0	0	3	0	3	2	0
Haloarcula sp. CBA1115	48	7	2	2	0	2	2	2	0	0	1	2	2	3	0	2	2	2	0	9	5	2	0	8
Haloarcula taiwanensis	13	4	0	0	0	0	3	19	0	0	2	2	0	0	12	1	0	1	1	4	2	1	3	13
Halomicrobium mukohataei	15	2	9	0	1	14	10	1	2	0	35	7	9	4	1	1	1	0	5	8	12	21	0	0
Halorhabdus tiamatea	5	4	6	2	3	1	27	4	0	1	12	3	1	5	1	3	3	1	5	13	3	7	1	21
Halorhabdus utahensis	1	4	22	18	25	19	2	0	4	2	36	10	46	7	28	10	35	1	2	7	7	5	20	25
Halorientalis sp. IM1011	0	8	7	3	7	2	3	2	1	0	31	2	0	88	1	0	22	7	5	12	4	2	4	1
Natronomonas moolapensis	6	5	2	1	17	8	2	0	1	0	15	0	7	3	10	1	8	0	0	3	0	1	13	9
Natronomonas pharaonis	0	5	11	5	0	10	2	1	1	0	4	2	3	2	1	16	0	4	0	0	5	112	0	0
Haloarculaceae archaeon HArcel1	9	12	4	3	23	28	2	64	7	24	18	9	10	11	83	124	32	8	158	19	66	0	8	42
Halalkalicoccus jeotgali	43	18	5	13	20	16	19	25	0	20	11	45	1	5	66	8	3	35	2	3	21	3	3	85
Halanaeroarchaeum sulfurireducens	10	21	40	3	3	1	14	7	7	13	54	8	0	0	8	10	3	3	5	5	3	7	22	6
Halobacterium hubeiense	3	5	22	4	0	2	18	3	5	0	2	11	5	9	7	2	4	57	3	0	6	8	0	12
Halobacterium salinarum	3	3	29	0	1	0	12	1	0	0	0	2	2	0	0	0	0	0	7	0	1	1	6	1
Halobacterium sp. DL1	1	4	26	0	0	0	3	7	0	12	17	0	1	0	2	0	0	0	1	3	1	9	4	0
Halodesulfurarchaeum formicicum	1	2	6	0	0	3	3	1	2	0	7	6	1	1	4	6	0	13	3	11	1	0	6	6
Haloferax gibbonsii	1	78	7	1	0	2	10	6	4	0	9	6	0	10	14	3	1	41	2	55	4	2	2	57
Haloferax mediterranei	1	2	14	2	0	0	1	3	1	2	0	1	1	0	0	2	0	4	0	4	0	6	2	3
Haloferax volcanii	0	1	5	0	0	4	6	5	0	1	26	0	1	0	1	13	0	131	0	0	12	0	4	1
Halogeometricum borinquense	0	1	2	3	6	0	1	0	5	1	14	5	4	4	5	7	2	0	13	6	2	0	37	6
Haloplanus sp. CBA1112	0	1	1	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	6	0	0
Haloplanus sp. CBA1113	3	2	2	0	0	0	0	6	0	0	4	4	1	1	2	3	3	1	0	0	6	0	4	0
Haloquadratum walsbyi	1	0	198	3	27	93	580	12	34	8	166	174	91	2	1	0	116	0	9	2	23	164	2	323
Halohasta litchfieldiae	1	5	5	4	2	0	3	0	21	5	0	4	11	3	11	1	2	1	0	5	1	12	1	13
Halopenitus persicus	9	11	14	8	3	4	11	11	2	3	8	107	2	16	16	84	1	27	28	105	6	7	1	62
Halorubrum lacusprofundi	0	1	4	6	2	5	4	0	8	4	2	1	6	7	9	5	4	0	7	7	16	4	7	1
Halorubrum trapanicum	0	0	0	3	0	1	2	140	5	1	5	1	0	0	1	35	15	0	1	7	20	0	2	0
Salinigranum rubrum	2	0	5	0	1	0	8	1	0	4	4	2	1	2	0	0	1	1	1	2	5	2	5	7
halophilic archaeon DL31	3	2	7	1	0	0	0	0	0	0	0	1	3	3	2	2	3	6	1	4	1	1	0	3
Halobiforma lacisalsi	0	9	16	1	2	2	1	1	6	0	7	2	11	2	4	2	2	1	14	7	0	4	2	2
Halopiger xanaduensis	0	3	6	4	13	5	2	1	0	0	32	2	17	3	3	1	28	0	1	4	6	4	1	14
Halostagnicola larsenii	0	8	13	2	3	0	0	17	24	3	0	1	8	5	2	0	0	11	2	6	1	3	2	2
Haloterrigena daqingensis	0	0	9	1	4	3	3	18	4	4	0	3	1	4	5	2	3	1	11	6	5	7	1	3
Haloterrigena turkmenica	4	22	137	95	9	17	2	18	1	3	11	4	83	13	18	10	8	43	182	48	2	4	25	4
Natrialba magadii	20	29	19	0	6	11	36	0	16	9	6	64	5	9	4	59	0	41	27	58	2	21	9	57
Natrinema pellirubrum	7	1	4	0	0	3	1	0	0	2	3	9	0	1	9	4	1	0	0	3	0	2	2	5
Natrinema sp. J7-2	0	62	14	17	3	33	1	5	0	2	0	4	8	4	65	0	3	3	0	4	2	0	6	39
Natronobacterium gregoryi	69	14	19	2	38	34	3	7	15	32	52	4	34	55	78	49	43	16	5	31	136	4	10	45
Natronococcus occultus	0	1	17	0	4	16	3	0	0	1	5	4	36	4	0	3	1	0	4	5	5	11	0	3
Natronolimnobius aegyptiacus	0	5	77	0	2	0	4	0	2	5	0	1	0	1	2	2	0	3	0	3	0	1	0	1
Natronolimnobius sp. AArc-Mg	0	1	5	0	0	0	0	3	0	0	31	0	15	0	0	0	3	5	4	1	0	0	4	0
Natronolimnobius sp. AArc1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinarchaeum sp. Harcht-Bsk1	17	31	18	21	1	9	16	2	11	4	9	15	3	7	23	2	3	0	11	12	15	25	5	30
Methanobacterium congolense	10	0	5	5	0	0	8	2	0	3	11	11	1	1	3	1	1	7	1	11	0	7	1	12
Methanobacterium formicicum	0	1	5	4	0	0	5	1	4	0	5	7	3	0	0	0	0	0	0	1	3	1	0	1
Methanobacterium lacus	4	12	36	12	9	28	9	6	9	1	1	112	4	25	10	21	6	12	5	39	21	37	18	8
Methanobacterium paludis	0	1	2	3	0	5	5	0	0	1	1	1	1	0	0	0	1	1	2	0	14	1	0	0
Methanobacterium sp. MB1	2	4	9	13	4	11	3	0	0	3	4	10	2	2	3	2	5	1	4	13	6	12	7	3
Methanobacterium sp. MZ-A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobacterium subterraneum	8	10	0	4	0	3	1	1	1	1	0	1	8	2	15	0	3	1	1	0	3	1	7	2
Methanobrevibacter millerae	5	25	65	131	19	50	32	27	5	10	31	96	4	57	608	23	32	25	260	49	59	68	86	58
Methanobrevibacter olleyae	3	14	10	167	32	14	11	15	0	2	13	31	1	21	40	3	7	10	29	64	5	28	3	15
Methanobrevibacter ruminantium	1	4	12	130	2	1	6	2	0	0	0	32	0	4	12	0	4	2	12	5	3	56	16	8
Methanobrevibacter smithii	5091	14097	1558	87577	29169	230659	105304	282804	6708	86743	37535	160024	25501	522769	268352	82087	63664	59130	206380	23735	115533	133383	113351	109970
Methanobrevibacter sp. AbM4	0	1	10	13	3	12	1	0	0	0	3	9	3	3	0	1	1	0	5	0	0	3	0	3
Methanobrevibacter sp. YE315	37	34	98	209	17	101	97	49	1	25	30	206	18	102	1101	27	33	55	2137	25	60	172	141	98
Methanosphaera sp. BMS	1	1	0	6	3	4	1	3	6	7	2	5	2	1	5	0	1	2	3	5	3	3	0	6
Methanosphaera stadtmanae	3	42	19	72	143	145	21	39	10	22	53	20	44	96	17	9	26	42	35	214	75	23	56	53
Methanothermobacter marburgensis	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Methanothermobacter sp. CaT2	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0
Methanothermobacter thermautotrophicus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Methanothermobacter wolfeii	1	9	0	2	8	0	17	0	0	3	0	3	37	0	0	11	14	0	0	18	0	3	0	16
Methanothermus fervidus	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
Methanocaldococcus bathoardescens	0	1	0	0	1	0	2	0	2	0	0	0	0	1	0	0	1	1	0	1	1	2	0	0
Methanocaldococcus fervens	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Methanocaldococcus infernus	3	0	1	0	8	2	0	1	2	0	2	0	0	0	0	0	2	56	0	6	0	0	0	4
Methanocaldococcus jannaschii	4	0	3	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Methanocaldococcus sp. FS406-22	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Methanocaldococcus vulcanius	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Methanotorris igneus	0	2	3	0	0	2	5	0	0	1	4	0	0	0	2	2	0	1	2	3	0	0	0	0
Methanococcus aeolicus	11	10	9	2	44	10	6	0	1	14	14	54	3	0	26	2	3	2	10	7	1	6	0	9
Methanococcus maripaludis	24	22	15	26	5	1	25	2	3	7	18	15	4	11	12	26	16	4	12	4	9	21	6	19
Methanococcus vannielii	0	4	27	37	8	16	7	0	0	6	5	15	3	4	1	9	2	1	5	4	4	2	4	2
Methanococcus voltae	0	1	69	41	2	27	2	0	8	0	38	99	7	15	3	2	3	3	26	3	5	5	2	24
Methanothermococcus okinawensis	1	1	5	1	1	0	6	7	0	2	18	0	0	14	17	1	1	2	31	5	0	7	0	7
Methanocella arvoryzae	88	9	23	18	49	31	61	5	0	28	14	27	15	4	91	11	11	17	10	11	70	21	13	140
Methanocella conradii	3	5	18	3	4	0	7	3	3	2	1	17	7	0	2	4	0	2	9	3	3	14	10	2
Methanocorpusculum labreanum	57	41	12	8	3	58	31	5	10	5	5	6	9	6	20	12	19	5	59	83	7	32	5	32
Methanoculleus bourgensis	3	3	1	0	8	6	4	5	1	1	16	12	1	9	18	1	6	1	4	2	2	1	8	15
Methanoculleus marisnigri	9	29	14	8	41	11	30	4	5	1	21	41	46	9	12	11	10	34	9	9	11	25	2	27
Methanoculleus sp. MAB1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanofollis liminatans	12	22	84	2	17	38	40	3	8	11	17	3	40	22	8	1	24	4	9	73	4	23	6	19
Methanolacinia petrolearia	25	21	85	9	6	8	10	4	3	2	10	36	11	15	3	3	8	0	2	11	5	20	51	32
Methanoplanus limicola	16	2	45	27	80	6	13	2	19	8	2	9	58	19	5	9	11	19	3	2	18	7	0	14
Methanolinea tarda	0	1	4	1	0	0	10	7	7	0	6	2	13	2	1	1	0	0	0	0	2	1	0	3
Methanoregula boonei	11	30	9	10	7	13	2	5	14	10	13	55	17	16	21	5	21	1	18	27	17	14	16	54
Methanoregula formicica	13	43	22	44	48	41	2	14	0	16	13	20	29	17	39	18	66	5	4	16	13	11	70	23
Methanosphaerula palustris	2	3	2	3	3	1	3	10	2	2	5	0	3	2	6	10	1	12	6	9	17	4	0	2
Methanospirillum hungatei	0	14	17	1	12	6	1	6	2	12	33	10	3	17	19	6	8	3	48	0	2	11	47	8
Methanosaeta harundinacea	46	9	34	18	16	21	35	5	16	12	2	74	7	13	79	3	6	18	16	10	28	11	9	118
Methanothrix soehngenii	7	0	1	0	0	0	4	8	38	0	1	1	7	4	2	0	0	14	0	5	2	1	5	3
Methanococcoides burtonii	1	25	11	20	14	30	6	1	4	9	18	17	7	16	18	3	11	2	10	15	7	3	8	15
Methanococcoides methylutens	0	0	3	0	0	2	1	0	0	0	0	4	0	6	1	1	0	0	0	2	1	6	0	1
Methanohalobium evestigatum	0	9	18	2	8	22	11	2	0	10	12	4	0	9	6	2	2	21	3	13	7	12	9	2
Methanohalophilus halophilus	1	8	0	2	0	0	0	2	0	1	1	0	0	2	0	0	1	0	0	1	1	1	0	1
Methanohalophilus mahii	53	0	7	0	0	0	4	15	1	7	1	0	0	1	3	0	130	0	4	5	0	0	1	31
Methanohalophilus portucalensis	4	3	0	10	3	1	0	1	0	0	3	0	0	0	1	0	0	1	1	5	1	2	1	7
Methanolobus psychrophilus	5	10	11	0	20	1	10	5	1	4	9	28	22	4	15	8	1	2	5	8	6	11	4	4
Methanomethylovorans hollandica	16	26	25	37	91	92	76	40	1	38	48	72	20	74	12	25	17	25	35	137	113	75	101	31
Methanosalsum zhilinae	3	0	9	3	2	4	2	1	0	0	0	9	6	0	1	0	0	0	0	2	0	3	1	1
Methanosarcina acetivorans	0	8	32	3	0	0	10	7	1	2	3	4	0	8	8	2	1	0	1	8	7	8	5	5
Methanosarcina barkeri	0	32	48	22	26	16	33	1	0	12	74	11	14	102	38	13	36	4	11	71	14	34	18	11
Methanosarcina horonobensis	14	3	25	7	20	0	17	0	3	1	5	14	10	6	4	4	10	0	5	11	10	6	2	10
Methanosarcina lacustris	5	29	9	7	1	9	2	16	6	4	5	11	43	4	6	4	6	2	0	3	2	12	17	1
Methanosarcina mazei	0	10	12	8	7	8	10	8	0	4	13	4	11	11	10	5	17	3	6	27	7	6	7	9
Methanosarcina siciliae	3	4	8	1	1	2	6	0	42	0	2	7	3	0	2	0	0	3	2	2	7	10	10	2
Methanosarcina sp. Kolksee	0	1	1	1	2	4	1	0	2	0	0	0	0	0	3	0	0	5	0	0	1	0	0	0
Methanosarcina sp. MTP4	1	4	16	17	24	4	20	6	8	10	16	4	30	6	10	7	1	7	0	13	57	32	1	17
Methanosarcina sp. WH1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Methanosarcina sp. WWM596	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
Methanosarcina thermophila	0	0	9	0	0	2	2	0	0	0	10	3	1	6	0	0	1	0	19	7	1	1	0	3
Methanosarcina vacuolata	0	0	1	0	2	0	0	0	0	0	6	0	1	1	1	0	0	0	0	1	0	2	0	9
Methanopyrus sp. KOL6	0	6	0	0	0	0	1	0	0	0	3	0	3	1	0	0	0	0	0	4	0	3	0	2
Palaeococcus pacificus	0	24	27	0	4	4	9	0	3	109	4	0	0	0	0	1	4	0	0	1	6	1	0	4
Pyrococcus abyssi	1	0	2	0	2	0	0	1	0	4	9	1	0	0	1	1	0	2	0	1	2	0	1	0
Pyrococcus furiosus	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
Pyrococcus horikoshii	0	2	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	1	0
Pyrococcus kukulkanii	0	1	1	0	1	1	0	0	0	2	0	2	0	3	0	0	3	0	0	5	0	0	0	1
Pyrococcus sp. NA2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
Pyrococcus sp. ST04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pyrococcus yayanosii	1	3	3	0	2	1	0	0	0	6	0	0	0	8	0	0	0	0	1	7	3	3	1	0
Thermococcus barophilus	4	3	3	21	8	5	1	0	0	9	3	2	18	0	6	11	5	8	4	0	0	2	3	2
Thermococcus barossii	1	1	1	1	6	0	1	1	0	1	0	0	5	20	0	1	0	0	0	0	5	3	0	0
Thermococcus celer	2	0	14	0	3	16	0	14	0	20	1	2	2	0	8	0	2	21	1	13	2	0	0	0
Thermococcus chitonophagus	0	0	1	0	5	0	0	0	0	9	3	0	0	4	0	0	0	44	0	2	0	0	0	0
Thermococcus cleftensis	0	6	5	3	0	2	3	0	0	0	4	0	11	0	1	2	0	2	5	6	0	0	5	0
Thermococcus eurythermalis	26	7	9	6	13	20	26	0	3	11	8	23	3	8	70	7	4	3	0	4	20	18	7	101
Thermococcus gammatolerans	0	58	10	9	53	6	5	0	1	7	94	2	93	4	14	16	68	1	9	4	20	5	1	87
Thermococcus gorgonarius	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Thermococcus guaymasensis	0	1	1	0	1	1	0	0	0	0	0	1	7	20	0	0	3	0	0	10	0	0	1	1
Thermococcus kodakarensis	0	0	4	0	6	0	1	2	0	2	3	1	32	2	4	9	14	1	12	8	6	2	0	14
Thermococcus litoralis	0	4	3	0	0	0	13	0	1	0	0	19	0	1	9	1	0	0	52	1	3	8	0	0
Thermococcus nautili	0	0	0	0	0	1	2	0	0	0	0	1	1	2	0	0	0	0	0	0	2	1	0	0
Thermococcus onnurineus	6	5	5	0	0	0	6	6	0	0	3	1	0	1	0	1	0	0	0	8	26	18	0	0
Thermococcus pacificus	0	1	25	1	3	2	13	0	0	0	5	2	3	14	1	0	0	0	8	2	6	4	10	2
Thermococcus paralvinellae	0	5	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	17	0	0
Thermococcus peptonophilus	2	0	4	2	1	3	0	2	2	5	5	1	0	0	0	2	0	1	3	0	5	1	0	1
Thermococcus piezophilus	0	0	1	3	0	5	0	0	0	0	3	0	1	0	1	3	0	1	0	0	3	31	0	0
Thermococcus profundus	0	0	3	0	5	0	1	0	14	1	0	0	3	0	1	2	3	0	0	1	1	6	0	2
Thermococcus radiotolerans	217	0	3	0	3	2	20	17	1	24	19	2	17	33	1	17	0	0	31	39	8	5	2	7
Thermococcus sibiricus	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Thermococcus siculi	7	0	16	0	0	1	6	0	0	0	2	6	0	5	0	0	5	0	1	2	2	5	0	4
Thermococcus sp. 2319x1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermococcus sp. 4557	0	1	4	1	2	0	5	0	0	1	4	0	2	1	0	0	1	0	1	1	4	1	0	0
Thermococcus sp. 5-4	65	3	13	12	39	10	48	2	13	1	4	25	17	7	9	3	19	0	6	14	30	21	2	13
Thermococcus sp. AM4	2	25	7	94	40	86	6	26	3	38	31	8	13	25	3	7	47	20	48	70	12	13	31	28
Thermococcus sp. EXT12c	15	1	15	0	0	6	75	0	2	1	10	13	8	7	0	0	3	0	0	2	3	16	5	46
Thermococcus sp. P6	0	8	19	40	22	3	5	195	43	236	5	16	2	1	144	529	643	18	705	7	73	13	3	100
Thermococcus thioreducens	24	36	21	8	119	39	14	4	0	23	93	22	39	13	5	83	5	11	10	4	13	10	2	339
Candidatus Methanomethylophilus alvus	5779	258199	44292	70614	87196	57413	9584	185	14	99297	78003	43390	66388	153140	2077	82674	52954	38334	47989	174545	158397	49644	90017	48795
Candidatus Methanoplasma termitum	27	787	1332	208	198	349	520	31	0	345	270	442	178	657	568	148	166	118	435	523	370	508	556	559
Candidatus Methanomassiliicoccus intestinalis	5	179	139	49	54	74	51	10	0	67	27	76	23	91	128	29	22	27	51	56	54	69	83	94
Cuniculiplasma divulgatum	0	21	0	2	2	6	1	1	0	13	2	10	4	7	15	1	4	3	2	7	5	7	7	12
Ferroplasma acidarmanus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
Ferroplasma acidiphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
Picrophilus torridus	0	15	30	0	4	1	6	0	0	0	5	3	0	3	3	2	3	0	6	9	2	4	1	1
Thermoplasma acidophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermoplasma volcanium	0	6	1	0	0	0	1	1	0	0	2	2	0	4	0	0	1	0	3	5	24	1	6	3
Thermoplasmatales archaeon BRNA1	31	491	1915	161	215	360	817	38	8	326	309	571	200	761	487	179	325	187	537	556	531	1340	738	759
methanogenic archaeon ISO4-H5	54	686	1916	151	283	355	898	11	8	301	338	608	220	690	404	212	162	96	583	737	506	2014	589	644
Aciduliprofundum boonei	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aciduliprofundum sp. MAR08-339	0	1	0	4	1	0	1	0	0	3	4	1	0	1	0	1	0	1	2	1	0	0	0	0
Candidatus Nitrosocaldus islandicus	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	1	0	0	0	0
Nitrososphaera viennensis	130	8	6	0	1	1	14	11	4	13	3	0	1	22	1	22	2	1	24	20	2	5	0	7
Candidatus Nitrosopelagicus brevis	0	0	10	0	0	0	2	0	0	0	3	3	0	0	1	0	0	0	1	4	1	13	1	0
Candidatus Nitrosotenuis aquarius	3	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	2	1	0	1	0
Candidatus Nitrosotenuis cloacae	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Candidatus Nitrosomarinus catalina	1	0	1	0	0	0	0	0	0	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0
Candidatus Nitrosopumilus adriaticus	0	1	2	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Candidatus Nitrosopumilus sediminis	0	2	0	8	3	2	10	1	5	1	0	5	14	4	10	1	0	3	16	8	5	25	5	3
archaeon AArc-Sl	3	4	21	1	0	1	2	3	0	1	1	2	8	6	11	0	0	2	4	11	2	1	1	10
Thermobaculum terrenum	21	79	79	33	42	71	19	3	7	190	13	9	10	15	21	12	22	8	3	30	14	22	29	25
Luteitalea pratensis	301	104	256	35	88	58	135	40	133	117	171	51	144	147	165	68	98	54	190	203	144	143	66	76
Acidobacterium capsulatum	566	47	67	124	84	48	101	124	26	47	157	123	39	119	141	101	52	95	106	80	136	39	144	359
Candidatus Koribacter versatilis	236	433	98	120	64	69	175	44	19	61	170	130	55	95	90	36	154	404	20	122	172	37	116	85
Granulicella mallensis	81	57	103	167	80	307	186	75	243	130	167	439	77	53	132	401	65	59	29	187	209	280	42	232
