Taxonomy	GXH_2074	GXH_3303	GXH_3593	GXH_2631	GXH_2742	GXH_4036	GXH_1390	GXH_3170	GXH_1860	GXH_2301	GXH_1634	GXH_1635	GXH_2741	GXH_1176	GXH_3392	GXH_3174	GXH_2520	GXH_3171	GXH_913	GXH_3806	GXH_695	GXH_3384	GXH_1389
Proteiniclasticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinimonas	4.82666	2.65302	2.40222	0.76331	0.94037	1.99084	2.33654	4.39296	5.90502	4.32875	9.49948	1.14534	5.54375	6.06015	0.44237	10.96054	0.90326	1.9359	3.45134	7.5099	2.29761	3.41444	1.63866
Eubacterium	0.25516	0.83018	0.25223	0.07833	0.24395	0.27253	0.16151	0.38885	0.0178	0.15878	0.34532	0	0.12374	0.07722	0.83875	0.26639	0.09985	0.53329	0.12504	0	0.29113	0.00851	0.09767
Anaerostipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotignum	0.00771	0	0.00661	0	0	0	0	0	0.08244	0	0.00917	0	0	0	0	0	0	0.5846	0	0	0	0	0
Blautia	0.05816	0.18317	0	0.03384	0.85498	0.12883	0.18779	0.00324	0	0.7701	1.18187	0.01004	0	0.05674	0	0	0.02573	0.31347	0.14508	0.09608	0.10348	0.01606	0.22678
Coprococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dorea	0	0	0	0	0	0	0	0.00881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eisenbergiella	1.32205	1.58177	0.63402	0.70879	0.44792	0.19873	1.36159	0.0387	0.56325	1.81473	1.85539	0.86796	0.78803	0.31583	0.12003	1.281	3.15113	1.36388	0.27964	0.57216	0.53566	1.24798	0.51977
Faecalicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusicatenibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoclostridium	14.73074	11.27699	6.54755	2.64708	6.17112	12.12897	6.06246	7.36458	4.01851	9.89596	12.10622	3.53951	20.61198	6.43982	7.67274	4.93501	7.87414	1.45761	10.76244	4.1036	2.94279	4.94921	4.61237
Roseburia	0.40596	0	0	0	0.0129	0.67613	2.67969	0.02775	0	0.00363	0.01555	1.34854	0	0	0	0	0.00939	0	0	0	2.56724	0	0.22994
Oscillibacter	0.31697	0.18127	0.11927	0.89356	0.54411	0.50386	0.16651	0.33921	9.66033	1.29466	0.59435	0.70767	2.40688	0.84461	0.05378	0.26935	1.8364	1.1012	9.43539	0.43881	2.19955	0	0.0078
Peptostreptococcus	0	0	0.22843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Romboutsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromassilibacillus	4.69988	12.07103	1.90091	0.50057	1.76363	0.32685	5.22833	0.51989	20.18564	8.90509	3.58258	1.03526	17.74843	19.33252	61.70403	17.52967	1.20581	21.60491	1.26005	8.64147	8.81423	3.42432	15.05688
Anaerotruncus	1.13931	0.0194	0.02074	0.48597	0.13678	0	0	2.64971	0.07362	0.80583	0	0.03218	0.03493	0	0	0.02349	0	0.02425	0	0.01535	0	0	0.48615
Faecalibacterium	0.06885	0.11128	0	0	0	0.0023	0.00369	0.00458	0	0	0	0	0	0	0	0	0	0.03884	0	0	0.06416	0.22623	0.01852
Flavonifractor	0.03455	0	0.01719	0	0	0	0	0	0	0	0	0.00202	0	0	0	0	0	0	0	0	0	0.07845	0
Gemmiger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harryflintia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoflavonifractor	0.01949	0.02824	0	0	0	0	0.09371	0	0	0	0.02379	0	0.07402	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae_unclassified	6.45748	10.97907	2.13905	0.01235	3.09237	3.64732	5.80318	2.75329	8.09577	2.23234	12.8306	4.87632	6.37033	11.76019	0.70736	8.79461	1.21442	3.71889	2.73292	4.22255	3.13108	4.84898	2.37953
Ruminococcus	0	0	0	0	0	0	0	0	0.6777	0.00658	0	0.01077	0.06393	0	0.00589	0.01445	0	0.02946	0.00951	0	0.63843	0.31497	1.51201
Ruthenibacterium	1.77405	1.4006	0.41931	0.0451	1.3832	0.39523	4.84998	0.38529	0.55201	0.42323	1.79396	0.07616	1.48751	0.48769	1.6241	4.40515	3.44522	0.25038	2.48264	0.13276	1.90549	0.12042	0.11232
Catenibacterium	0.39122	0.62623	0	0	0.06861	0.01022	0	0	0.24481	0	0	0	0	0	0	0	0	0	0	0	0.08505	0	0.1626
Erysipelatoclostridium	0	0	0.1667	0	0	0	0	0	0	0	0	0.01686	0	0	0	0	0.00647	0	0	0	0	0	0
Erysipelothrix	0.01457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalicoccus	0.08857	0.04516	0.01771	0.5299	0	0	0.02585	0	0	0	0.04027	0	0	0.10445	0.071	0	0	0.14723	0	0	0	0	0
Holdemanella	0.01001	0	0	0	0	0.00248	0	0	0.00098	0	0.00269	0	0	0	0	0	0	0.01768	0	0	0	0	0.00101
Holdemania	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0
Turicibacter	0	0	0	0	0	0	0.01381	0	0	0	0	0	0	0	0	0	0	0	0.00352	0	0	0	0
Firmicutes_unclassified	5.37253	0.0033	0.01498	0	0	0	0	0.01367	0.28763	0	0	0	0.18632	0	0	0	0	0	0.16964	0	0.11405	0	0
Acidaminococcus	0.00787	0	0	0.64851	0	0.41507	0.11406	0.05353	0	0	0	0	0	0	0.26274	0	0	1.04312	0	0	0	0	0.19849
Phascolarctobacterium	0.89198	6.51037	1.59563	1.90543	6.5047	0.70089	6.8206	1.70689	0.58898	8.10721	5.54921	0.96233	2.56981	4.61474	0.23612	1.09554	2.61924	13.34354	12.66064	3.54917	27.27712	5.25403	5.91141
Mitsuokella	0	0	0	0.00939	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0.08249	0	0	0	0.01019	0
